time,Ax,Ay,Az,Gx,Gy,Gz
1711539236.404,8.44,-6.828,2.311,0.031,0.313,0.153
1711539236.51,8.366,-6.9,2.39,0.038,0.313,0.191
1711539236.615,8.371,-6.893,2.555,0.015,0.092,0.183
1711539236.721,8.301,-6.874,2.239,0.046,0.206,0.168
1711539236.826,8.299,-6.886,2.436,0.023,0.282,0.176
1711539236.932,8.395,-6.886,2.352,0.038,0.26,0.168
1711539237.037,8.457,-6.864,2.215,0.023,0.252,0.183
1711539237.142,8.428,-6.855,2.381,0.031,0.298,0.191
1711539237.248,8.442,-6.912,2.455,0.031,0.221,0.168
1711539237.353,8.414,-6.876,2.306,0.008,0.214,0.168
1711539237.459,8.323,-6.912,2.314,0.008,0.198,0.16
1711539237.565,8.258,-6.778,2.575,0.031,0.305,0.214
1711539237.671,8.356,-6.795,2.464,0.0,0.16,0.16
1711539237.777,8.342,-6.91,2.314,0.031,0.252,0.176
1711539237.882,8.428,-6.828,2.402,0.031,0.16,0.16
1711539237.988,8.39,-6.867,2.177,0.008,0.313,0.153
1711539238.094,8.234,-6.871,2.469,0.031,0.321,0.168
1711539238.2,8.771,-6.768,2.237,0.015,0.458,0.153
1711539238.305,8.335,-6.905,2.146,0.038,0.244,0.176
1711539238.411,8.383,-6.874,2.35,0.008,0.267,0.176
1711539238.517,9.084,-6.586,4.766,9.618,0.26,3.122
1711539238.622,8.332,-7.029,0.872,-0.275,1.122,0.13
1711539238.728,8.356,-6.967,1.571,0.0,0.511,0.344
1711539238.834,8.428,-6.867,2.16,0.924,-1.031,0.519
1711539238.94,9.496,-6.368,4.184,-0.779,-1.16,-0.374
1711539239.046,9.436,-6.265,2.285,0.214,-0.634,0.115
1711539239.151,9.954,-9.944,1.595,-2.275,0.809,-0.389
1711539239.257,8.531,-7.841,2.991,-1.366,-1.901,-0.382
1711539239.362,8.265,-6.946,2.218,-0.115,0.046,0.145
1711539239.467,9.123,-6.162,2.946,-3.122,0.878,-0.969
1711539239.573,8.248,-6.656,3.59,-0.557,-0.061,-0.046
1711539239.678,8.84,-7.465,1.595,-0.725,0.603,0.038
1711539239.784,8.272,-6.926,2.752,1.87,0.099,0.122
1711539239.889,8.39,-6.826,2.268,0.412,1.924,0.412
1711539239.995,8.967,-7.171,2.426,0.328,-3.489,2.992
1711539240.101,6.79,-6.462,1.849,-0.298,-4.435,-1.351
1711539240.207,6.795,-8.862,1.356,0.802,-3.435,1.885
1711539240.313,9.197,-5.923,4.445,0.084,1.534,0.229
1711539240.419,7.128,-7.693,-0.319,0.092,-1.679,1.641
1711539240.524,9.257,-7.537,-1.437,0.053,7.405,1.115
1711539240.63,8.795,-6.596,2.991,-0.573,-2.725,1.122
1711539240.736,9.276,-6.493,2.009,-0.046,3.153,0.115
1711539240.841,8.768,-8.098,1.221,-0.687,3.0,-0.611
1711539240.947,8.517,-6.833,3.396,-0.206,2.756,-0.229
1711539241.053,8.167,-6.938,0.563,-0.206,0.954,0.008
1711539241.159,8.129,-6.905,3.042,-0.55,-0.183,0.053
1711539241.264,9.329,-6.522,1.111,0.389,1.038,-0.305
1711539241.37,8.117,-7.022,2.304,0.023,0.977,0.29
1711539241.476,8.84,-6.934,2.759,0.107,0.649,0.031
1711539241.582,8.335,-6.816,2.783,0.046,-0.076,0.206
1711539241.688,8.327,-6.89,2.318,0.038,0.137,0.183
1711539241.793,8.392,-6.893,2.359,0.008,0.221,0.183
1711539241.899,8.342,-6.859,2.438,0.008,0.221,0.168
1711539242.005,8.354,-6.905,2.395,0.015,0.221,0.191
1711539242.111,8.354,-6.852,2.215,0.008,0.275,0.183
1711539242.217,8.409,-6.857,2.426,0.008,0.275,0.183
1711539242.322,8.409,-6.847,2.335,0.031,0.26,0.16
1711539242.428,8.292,-6.807,2.354,0.008,0.252,0.198
1711539242.534,8.368,-6.857,2.39,-1.954,0.267,0.168
1711539242.64,8.294,-6.876,2.388,0.038,0.244,0.168
1711539242.745,8.385,-6.881,2.256,0.023,0.229,0.191
1711539242.851,8.351,-6.922,2.306,0.031,0.229,0.153
1711539242.957,8.354,-6.958,2.338,0.031,0.229,0.176
1711539243.063,8.339,-6.869,2.405,0.023,0.198,0.168
1711539243.168,8.38,-6.876,2.397,0.031,0.214,0.191
1711539243.274,8.373,-6.862,2.342,0.023,0.374,0.176
1711539243.38,8.337,-6.89,2.366,0.023,0.336,0.183
1711539243.486,8.407,-6.864,2.361,0.0,0.305,0.16
1711539243.591,8.395,-6.867,2.299,0.008,0.313,0.183
1711539243.697,8.332,-6.876,2.464,0.015,0.237,0.168
1711539243.803,8.409,-6.84,2.364,0.038,0.214,0.183
1711539243.908,8.306,-6.835,2.326,0.023,0.214,0.176
1711539244.014,8.316,-6.893,2.505,0.023,0.221,0.168
1711539244.119,8.373,-6.871,2.263,0.015,0.26,0.191
1711539244.224,8.395,-6.752,2.443,0.015,0.183,0.183
1711539244.33,8.371,-6.823,2.342,0.038,0.198,0.176
1711539244.435,8.342,-6.905,2.385,0.031,0.26,0.191
1711539244.541,8.356,-6.862,2.163,0.023,0.237,0.168
1711539244.647,8.306,-6.771,2.218,0.015,0.221,0.198
1711539244.752,8.387,-6.902,2.378,0.008,0.252,0.168
1711539244.858,8.368,-7.051,2.323,0.008,0.282,0.183
1711539244.964,8.392,-6.804,2.345,0.046,0.229,0.183
1711539245.07,8.342,-6.871,2.345,0.008,0.221,0.198
1711539245.176,8.375,-6.914,2.306,0.023,0.26,0.176
1711539245.281,8.378,-6.893,2.318,0.015,0.267,0.168
1711539245.387,8.38,-6.814,2.366,0.038,0.244,0.153
1711539245.493,8.342,-6.871,2.316,0.023,0.221,0.168
1711539245.599,8.402,-6.864,2.436,0.023,0.237,0.168
1711539245.704,8.418,-6.919,2.361,0.023,0.275,0.191
1711539245.81,8.363,-6.874,2.311,0.015,0.244,0.176
1711539245.916,8.349,-6.943,2.273,0.031,0.267,0.168
1711539246.022,8.39,-6.917,2.395,0.015,0.214,0.176
1711539246.128,8.414,-6.845,2.342,1.947,0.237,0.153
1711539246.234,8.38,-6.895,2.407,0.015,0.221,0.183
1711539246.339,8.416,-6.886,2.445,0.015,0.221,0.168
1711539246.445,8.38,-6.821,2.22,0.008,0.244,0.153
1711539246.551,8.354,-7.039,2.342,0.015,0.168,0.198
1711539246.656,8.399,-6.874,2.335,0.038,0.252,0.176
1711539246.762,8.337,-6.874,2.345,0.008,0.267,0.206
1711539246.868,8.423,-6.826,2.414,0.023,0.229,0.183
1711539246.973,8.349,-6.859,2.405,0.031,0.214,0.176
1711539247.079,8.368,-7.008,2.388,0.046,0.206,0.191
1711539247.185,8.385,-6.855,2.333,0.015,0.244,0.176
1711539247.291,8.423,-6.835,2.357,0.008,0.252,0.176
1711539247.397,8.416,-6.787,2.378,0.023,0.206,0.176
1711539247.502,8.344,-6.843,2.338,0.023,0.221,0.191
1711539247.608,8.409,-6.843,2.326,0.023,0.206,0.183
1711539247.714,8.347,-6.835,2.369,0.023,0.244,0.153
1711539247.82,8.347,-6.895,2.34,0.031,0.214,0.206
1711539247.925,8.414,-7.029,2.457,0.023,0.16,0.16
1711539248.031,8.268,-6.878,2.048,0.015,0.221,0.176
1711539248.137,8.361,-6.833,2.35,0.023,0.328,0.168
1711539248.243,8.342,-6.833,2.282,0.015,0.382,0.183
1711539248.349,8.356,-6.881,2.249,0.015,0.282,0.168
1711539248.455,8.421,-6.883,2.366,0.0,0.237,0.176
1711539248.56,8.347,-6.876,2.4,0.038,0.244,0.183
1711539248.666,8.378,-6.826,2.266,0.046,0.252,0.183
1711539248.772,8.354,-6.914,2.414,0.0,0.183,0.16
1711539248.878,8.483,-6.84,2.268,-0.008,0.267,0.145
1711539248.983,8.39,-6.905,2.486,0.031,0.275,0.168
1711539249.09,8.339,-6.898,2.345,0.023,0.191,0.176
1711539249.195,8.32,-6.895,2.251,0.015,0.229,0.183
1711539249.302,8.351,-6.905,2.316,0.015,0.244,0.183
1711539249.409,8.407,-6.91,2.508,0.038,0.198,0.183
1711539249.514,8.282,-6.986,2.189,0.0,0.26,0.176
1711539249.62,8.359,-6.867,2.338,0.0,0.237,0.183
1711539249.727,8.39,-6.838,2.227,0.023,0.267,0.198
1711539249.833,8.378,-6.867,2.417,0.023,0.244,0.168
1711539249.939,8.33,-6.888,2.395,-0.023,0.221,0.176
1711539250.046,8.251,-6.893,2.242,0.038,0.214,0.176
1711539250.151,8.351,-6.862,2.376,0.008,0.214,0.183
1711539250.257,8.378,-6.876,2.441,0.023,0.237,0.16
1711539250.363,8.421,-6.864,2.302,0.0,0.229,0.176
1711539250.47,8.339,-6.852,2.424,0.008,0.183,0.176
1711539250.576,8.383,-6.869,2.412,1.947,0.237,0.176
1711539250.683,8.371,-6.843,2.326,0.008,0.244,0.183
1711539250.789,8.349,-6.867,2.443,0.023,0.252,0.168
1711539250.895,8.397,-6.905,2.292,0.015,0.229,0.176
1711539251.002,8.368,-6.821,2.407,0.023,0.237,0.214
1711539251.108,8.399,-6.89,2.292,0.015,0.26,0.168
1711539251.214,8.409,-6.85,2.251,0.008,0.42,0.168
1711539251.32,8.361,-6.852,2.409,0.046,0.313,0.183
1711539251.427,8.371,-6.864,2.17,0.023,0.267,0.183
1711539251.533,8.347,-6.823,2.371,0.015,0.244,0.176
1711539251.639,8.344,-6.881,2.294,0.023,0.252,0.198
1711539251.744,8.311,-6.864,2.393,0.008,0.229,0.183
1711539251.85,8.335,-6.862,2.424,0.015,0.267,0.176
1711539251.956,8.361,-6.871,2.311,0.008,0.26,0.191
1711539252.061,8.371,-6.855,2.711,0.031,0.198,0.191
1711539252.167,8.478,-6.993,2.476,0.031,0.229,0.183
1711539252.272,8.416,-6.752,2.558,0.038,0.244,0.183
1711539252.378,8.304,-6.847,2.227,0.038,0.29,0.176
1711539252.484,8.378,-6.833,2.388,0.046,0.237,0.183
1711539252.589,8.38,-6.816,2.292,0.008,0.214,0.168
1711539252.695,8.313,-7.044,2.333,0.015,0.191,0.176
1711539252.801,8.368,-6.869,2.383,0.023,0.221,0.168
1711539252.906,8.327,-6.905,2.314,0.038,0.237,0.191
1711539253.012,8.375,-6.852,2.311,0.0,0.26,0.176
1711539253.117,8.395,-6.867,2.35,0.015,0.252,0.16
1711539253.223,8.316,-6.869,2.366,0.031,0.229,0.16
1711539253.329,8.371,-6.867,2.361,0.008,0.244,0.176
1711539253.435,8.541,-6.84,2.328,0.008,0.252,0.176
1711539253.541,8.421,-6.859,2.424,0.015,0.237,0.16
1711539253.647,8.373,-6.847,2.352,0.046,0.244,0.176
1711539253.752,8.383,-7.039,2.443,0.023,0.221,0.153
1711539253.858,8.395,-6.878,2.395,0.023,0.237,0.145
1711539253.964,8.407,-6.855,2.436,0.038,0.237,0.176
1711539254.07,8.318,-6.85,2.405,0.0,0.229,0.183
1711539254.176,8.342,-6.876,2.323,0.038,0.282,0.153
1711539254.281,8.536,-6.981,2.292,0.023,0.26,0.198
1711539254.387,8.332,-6.831,2.443,0.038,0.252,0.183
1711539254.492,8.414,-6.807,2.328,0.008,0.237,0.16
1711539254.598,8.414,-6.871,2.421,0.015,0.229,0.183
1711539254.703,8.371,-6.9,2.424,0.031,0.26,0.168
1711539254.809,8.392,-6.878,2.366,0.015,0.244,0.176
1711539254.914,8.402,-6.85,2.16,1.947,0.237,0.168
1711539255.02,8.371,-6.929,2.352,0.061,0.267,0.183
1711539255.126,8.399,-6.867,2.261,0.008,0.221,0.16
1711539255.232,8.366,-6.857,2.393,0.008,0.252,0.198
1711539255.338,8.385,-6.752,2.189,0.023,0.229,0.176
1711539255.444,8.423,-6.814,2.306,0.038,0.206,0.168
1711539255.549,8.426,-6.821,2.321,0.023,0.229,0.168
1711539255.655,8.332,-6.898,2.342,0.008,0.229,0.191
1711539255.761,8.363,-7.005,2.232,0.015,0.252,0.183
1711539255.867,8.378,-6.826,2.282,0.031,0.26,0.16
1711539255.973,8.397,-6.84,2.302,0.008,0.244,0.16
1711539256.078,8.371,-6.852,2.275,0.038,0.229,0.176
1711539256.184,8.38,-6.871,2.316,0.008,0.252,0.168
1711539256.29,8.318,-6.871,2.297,0.031,0.244,0.183
1711539256.396,8.418,-6.833,2.309,0.008,0.244,0.168
1711539256.502,8.39,-6.874,2.318,0.015,0.237,0.206
1711539256.607,8.344,-6.929,2.369,0.015,0.252,0.176
1711539256.713,8.438,-6.922,2.378,0.023,0.229,0.16
1711539256.819,8.423,-6.85,2.213,0.015,0.237,0.191
1711539256.925,8.349,-6.902,2.385,0.023,0.244,0.176
1711539257.031,8.366,-6.852,2.373,0.023,0.229,0.145
1711539257.137,8.55,-6.835,2.364,1.947,0.214,0.168
1711539257.242,8.541,-6.886,2.278,0.031,0.214,0.183
1711539257.348,8.356,-6.857,2.302,0.038,0.221,0.176
1711539257.454,8.316,-6.898,2.165,0.0,0.214,0.168
1711539257.56,8.361,-6.943,2.359,0.023,0.237,0.183
1711539257.665,8.351,-6.878,2.29,0.031,0.229,0.16
1711539257.771,8.371,-6.828,2.311,0.046,0.237,0.176
1711539257.877,8.323,-6.881,2.395,0.031,0.229,0.183
1711539257.983,8.421,-6.833,2.46,0.031,0.191,0.168
1711539258.089,8.385,-6.883,2.373,0.015,0.198,0.176
1711539258.195,8.39,-6.807,2.376,0.0,0.237,0.16
1711539258.3,8.418,-6.826,2.376,0.046,0.252,0.16
1711539258.406,8.349,-6.855,2.441,0.023,0.252,0.168
1711539258.512,8.354,-6.888,2.395,0.038,0.229,0.16
1711539258.618,8.347,-6.859,2.39,0.008,0.221,0.183
1711539258.724,8.344,-6.828,2.165,0.038,0.214,0.176
1711539258.83,8.404,-6.749,2.373,0.0,0.229,0.198
1711539258.936,8.38,-6.9,2.33,0.015,0.229,0.176
1711539259.041,8.356,-6.797,2.268,-1.947,0.206,0.183
1711539259.147,8.335,-6.893,2.263,0.015,0.237,0.168
1711539259.253,8.392,-6.883,2.431,0.038,0.221,0.183
1711539259.359,8.371,-7.037,2.388,0.038,0.275,0.191
1711539259.465,8.383,-6.857,2.388,0.031,0.244,0.16
1711539259.571,8.342,-6.857,2.309,0.008,0.237,0.198
1711539259.677,8.332,-6.826,2.299,0.0,0.26,0.168
1711539259.782,8.402,-6.843,2.359,0.023,0.237,0.168
1711539259.888,8.38,-6.823,2.309,0.031,0.214,0.16
1711539259.994,8.395,-6.907,2.306,-0.023,0.252,0.191
1711539260.099,8.344,-6.857,2.268,0.0,0.267,0.183
1711539260.204,8.399,-6.84,2.326,0.038,0.221,0.176
1711539260.31,8.316,-6.895,2.371,0.038,0.214,0.176
1711539260.416,8.356,-6.914,2.306,0.031,0.244,0.168
1711539260.522,8.323,-6.749,2.381,0.023,0.229,0.16
1711539260.629,8.339,-6.874,2.409,0.031,0.26,0.183
1711539260.735,8.407,-6.838,2.345,1.947,0.252,0.168
1711539260.841,8.289,-6.85,2.393,0.015,0.237,0.191
1711539260.947,8.323,-6.833,2.397,0.0,0.206,0.168
1711539261.053,8.325,-6.89,2.156,0.008,0.237,0.176
1711539261.159,8.426,-6.838,2.227,0.038,0.244,0.168
1711539261.265,8.344,-6.855,2.304,0.031,0.214,0.168
1711539261.371,8.342,-6.847,2.4,0.015,0.237,0.153
1711539261.477,8.385,-6.9,2.393,0.023,0.221,0.191
1711539261.583,8.375,-6.845,2.321,0.015,0.244,0.176
1711539261.69,8.397,-6.852,2.338,0.0,0.229,0.183
1711539261.795,8.28,-6.859,2.407,0.008,0.26,0.183
1711539261.902,8.344,-6.79,2.512,0.015,0.267,0.145
1711539262.008,8.402,-6.905,2.393,0.015,0.275,0.176
1711539262.114,8.392,-6.852,2.297,0.023,0.244,0.168
1711539262.22,8.397,-6.881,2.412,1.947,0.336,0.168
1711539262.326,8.423,-6.938,2.208,0.0,0.26,0.183
1711539262.431,8.33,-6.869,2.163,0.038,0.282,0.191
1711539262.538,8.375,-6.874,2.218,-1.954,0.221,0.183
1711539262.644,8.363,-6.893,2.275,0.015,0.275,0.191
1711539262.75,8.28,-6.871,2.366,0.038,0.229,0.191
1711539262.856,8.383,-6.881,2.266,0.031,0.214,0.153
1711539262.961,8.438,-6.85,2.405,0.031,0.084,0.168
1711539263.067,8.349,-6.847,2.302,0.023,0.244,0.16
1711539263.173,8.301,-6.783,2.309,0.053,0.29,0.176
1711539263.279,8.347,-6.787,2.223,1.924,0.13,0.214
1711539263.385,8.423,-6.9,2.843,0.046,0.603,0.191
1711539263.491,8.639,-7.034,2.51,-1.947,0.382,0.191
1711539263.597,8.404,-6.862,2.965,0.351,0.382,0.252
1711539263.703,8.775,-6.95,2.074,0.679,0.29,0.397
1711539263.809,11.403,-8.862,4.56,1.061,-0.229,-0.176
1711539263.915,8.428,-6.498,2.845,0.443,0.214,0.313
1711539264.021,9.08,-5.506,3.281,-0.084,0.061,0.237
1711539264.127,8.478,-7.195,1.358,-0.168,1.809,0.153
1711539264.232,8.069,-6.165,2.048,-1.748,0.206,-0.282
1711539264.338,8.122,-6.869,1.763,-1.718,0.397,-0.397
1711539264.444,8.311,-6.658,2.613,-0.679,0.863,-0.779
1711539264.55,7.686,-6.967,2.179,0.023,-0.595,0.817
1711539264.656,8.076,-6.986,2.831,-2.733,0.275,-0.527
1711539264.762,8.296,-7.108,1.729,-1.45,1.206,-0.168
1711539264.868,8.483,-7.152,0.108,-2.237,2.634,-0.58
1711539264.974,8.521,-7.767,2.606,0.168,-0.13,-0.374
1711539265.08,8.569,-7.341,0.398,-0.817,1.26,-0.145
1711539265.186,6.091,-8.138,0.462,-1.908,-2.504,-3.779
1711539265.292,9.238,-9.25,0.067,0.137,-20.534,3.611
1711539265.397,7.803,-6.634,-1.43,-0.908,-2.275,0.412
1711539265.503,8.1,-7.362,-1.827,0.145,-9.321,1.092
1711539265.609,8.871,-7.013,-1.42,1.924,-12.863,4.985
1711539265.715,8.363,-7.693,-4.371,-0.641,-1.351,1.618
1711539265.821,7.108,-6.977,-4.371,-2.252,-1.924,3.885
1711539265.927,7.365,-8.04,-3.77,-0.237,-2.023,3.397
1711539266.033,7.137,-8.318,-7.197,-0.382,-1.053,2.267
1711539266.139,7.777,-7.805,-4.903,0.771,3.489,-1.084
1711539266.245,6.773,-8.533,-4.716,0.0,3.901,0.748
1711539266.351,6.603,-8.177,-6.924,-0.71,4.672,0.305
1711539266.457,7.698,-7.278,-3.906,-0.076,-0.237,-2.534
1711539266.563,7.777,-7.427,-2.723,0.221,0.031,1.947
1711539266.669,8.023,-7.999,-3.76,-0.122,1.634,0.183
1711539266.775,8.38,-7.571,-3.339,-0.71,-1.076,0.137
1711539266.881,8.184,-7.834,-3.502,-0.328,0.603,0.359
1711539266.987,8.447,-7.671,-3.93,0.0,-0.458,0.55
1711539267.092,8.292,-7.781,-3.743,0.046,0.344,0.496
1711539267.198,8.268,-8.102,-3.384,0.084,0.481,0.695
1711539267.304,8.579,-7.968,-3.497,0.046,0.519,0.397
1711539267.41,8.268,-7.971,-3.6,-1.954,0.748,0.176
1711539267.516,8.21,-8.004,-3.236,0.053,0.534,0.389
1711539267.622,8.256,-7.889,-3.475,-0.038,-0.153,0.237
1711539267.728,8.359,-7.868,-2.881,0.061,-0.229,0.076
1711539267.834,8.32,-7.892,-3.511,-0.115,-0.153,-0.176
1711539267.94,7.829,-8.042,-3.844,-0.168,-1.885,-0.519
1711539268.046,8.407,-7.638,-3.722,-0.176,-0.679,-0.435
1711539268.152,8.1,-7.832,-4.031,0.107,-0.855,0.427
1711539268.258,8.272,-7.566,-3.988,0.023,-1.275,0.069
1711539268.364,7.92,-7.762,-4.21,0.13,0.855,0.137
1711539268.47,7.793,-7.789,-4.524,-0.321,-1.16,0.145
1711539268.576,7.896,-7.556,-4.412,-0.099,-0.885,0.718
1711539268.682,7.281,-8.383,-4.804,0.122,-3.298,-1.015
1711539268.788,8.045,-7.492,-4.304,-0.069,-0.969,-0.45
1711539268.894,7.458,-7.422,-4.349,-1.397,-0.191,-2.511
1711539269.0,7.578,-6.917,-6.15,0.977,-4.603,0.137
1711539269.106,6.177,-6.608,-5.626,0.053,-5.611,-3.351
1711539269.212,6.395,-7.173,-9.678,-0.053,-1.725,-1.053
1711539269.317,6.548,-6.495,-7.645,0.122,0.351,0.122
1711539269.423,6.488,-6.608,-6.143,0.725,0.855,-0.305
1711539269.529,6.349,-7.355,-6.582,-0.794,1.519,0.076
1711539269.635,6.28,-6.862,-7.889,0.344,-1.664,-0.985
1711539269.741,6.407,-7.044,-6.421,0.031,0.527,0.763
1711539269.846,6.752,-6.764,-6.684,-0.481,0.412,0.015
1711539269.952,6.711,-6.471,-6.632,0.702,-1.397,-0.344
1711539270.057,6.682,-6.708,-6.742,0.435,2.84,0.634
1711539270.163,6.696,-6.835,-6.857,0.435,0.626,-0.298
1711539270.268,6.467,-6.622,-6.44,0.611,-1.252,-0.664
1711539270.374,6.639,-6.826,-6.934,0.313,2.015,0.282
1711539270.48,6.625,-6.914,-5.825,-0.725,-0.809,-0.191
1711539270.586,6.725,-6.677,-6.998,0.42,-0.603,-0.267
1711539270.692,6.675,-6.728,-6.677,0.496,1.504,0.328
1711539270.797,6.675,-6.914,-5.988,-0.557,-0.656,-0.008
1711539270.903,6.61,-6.68,-7.307,0.519,-0.443,0.038
1711539271.009,6.627,-6.732,-6.217,0.336,2.252,0.496
1711539271.115,6.814,-6.833,-6.625,-0.214,-1.481,0.13
1711539271.221,6.577,-6.735,-7.183,0.481,0.008,-0.015
1711539271.327,6.617,-6.795,-6.728,0.481,0.031,0.595
1711539271.433,6.675,-6.776,-6.835,-0.229,-0.794,-0.176
1711539271.538,6.617,-6.598,-6.572,0.336,-1.916,-0.267
1711539271.644,6.639,-6.867,-6.632,0.145,0.718,0.443
1711539271.75,6.625,-6.847,-6.867,-0.336,-0.466,0.115
1711539271.856,6.531,-6.888,-6.931,0.206,-0.412,-0.023
1711539271.962,6.414,-6.847,-6.89,-0.695,-0.038,0.244
1711539272.068,6.275,-7.166,-7.923,-0.588,-2.214,0.534
1711539272.173,5.65,-6.802,-7.494,0.321,-4.031,-0.107
1711539272.279,6.081,-6.795,-7.367,0.275,-0.412,-0.252
1711539272.385,5.837,-6.593,-7.566,-0.26,-0.55,0.397
1711539272.491,5.671,-6.723,-7.753,0.069,0.115,0.137
1711539272.596,5.875,-6.941,-6.864,0.176,-0.26,-0.015
1711539272.702,5.176,-6.598,-8.921,0.046,-3.496,-0.008
1711539272.808,5.276,-6.51,-7.286,0.611,-0.656,-0.55
1711539272.914,5.42,-6.613,-7.963,0.015,1.206,0.176
1711539273.02,4.979,-6.732,-8.433,-0.511,-1.252,0.695
1711539273.126,5.183,-6.728,-7.928,0.061,0.405,0.183
1711539273.232,5.415,-6.991,-7.623,-0.198,-0.137,0.405
1711539273.337,5.018,-6.641,-7.683,-0.412,-2.626,0.641
1711539273.443,5.161,-6.644,-7.978,-0.069,0.939,0.374
1711539273.549,4.948,-6.797,-8.004,-0.092,0.061,0.26
1711539273.655,4.958,-6.73,-8.141,0.382,-0.573,-0.305
1711539273.76,4.905,-6.718,-8.577,0.336,1.122,-0.053
1711539273.866,5.07,-6.828,-7.729,0.366,1.122,-0.321
1711539273.972,4.91,-6.787,-8.28,0.084,-1.099,0.061
1711539274.078,4.927,-6.713,-8.493,0.137,1.008,0.313
1711539274.183,4.965,-6.883,-8.071,-0.412,-0.137,0.458
1711539274.289,5.018,-6.668,-8.933,0.053,-0.855,0.046
1711539274.394,4.924,-6.742,-8.098,0.061,0.626,0.229
1711539274.5,5.111,-6.96,-8.086,-0.267,1.084,0.145
1711539274.605,5.712,-6.558,-8.059,-0.489,1.183,0.87
1711539274.711,5.07,-6.895,-7.829,-0.443,0.969,0.786
1711539274.816,4.958,-6.814,-9.269,-0.107,0.954,0.336
1711539274.922,4.541,-6.603,-6.996,-0.443,-0.344,0.74
1711539275.028,5.106,-6.78,-7.868,-0.481,-3.603,0.71
1711539275.134,4.879,-6.603,-7.683,-0.229,-5.679,0.282
1711539275.239,4.594,-6.639,-9.985,0.031,1.481,0.168
1711539275.345,4.436,-6.735,-8.342,-0.076,0.618,0.298
1711539275.451,4.879,-6.459,-8.258,0.191,1.099,0.214
1711539275.557,4.663,-6.615,-8.816,0.099,-1.565,0.099
1711539275.663,4.654,-6.828,-9.482,0.511,0.427,-0.588
1711539275.768,4.495,-6.742,-8.826,0.504,0.893,-0.611
1711539275.874,4.495,-6.704,-8.304,-0.153,0.542,0.466
1711539275.98,4.254,-6.684,-9.575,0.29,0.847,-0.076
1711539276.086,4.419,-6.785,-8.641,-0.527,0.344,0.855
1711539276.191,4.357,-6.831,-8.823,0.168,-0.504,-0.137
1711539276.297,4.38,-6.756,-8.783,0.298,1.504,-0.107
1711539276.403,4.5,-6.716,-8.579,-0.397,-0.214,0.244
1711539276.509,4.311,-6.684,-9.293,0.061,-0.237,0.069
1711539276.614,4.364,-6.677,-8.646,0.168,1.466,0.252
1711539276.72,4.594,-6.601,-8.531,-0.13,-0.053,0.145
1711539276.826,4.268,-6.687,-8.9,0.046,-0.939,0.038
1711539276.932,4.507,-6.651,-8.617,0.107,1.45,0.221
1711539277.038,4.572,-6.814,-8.486,-0.046,0.031,0.015
1711539277.144,4.38,-6.687,-7.786,0.13,-1.855,-0.038
1711539277.25,4.512,-6.663,-9.652,0.099,1.511,0.13
1711539277.355,4.232,-6.843,-8.119,-0.298,-0.076,0.031
1711539277.461,4.414,-6.673,-8.864,-0.031,-0.336,0.092
1711539277.567,4.198,-6.706,-8.943,0.237,1.374,0.023
1711539277.673,4.464,-6.711,-8.366,-0.099,0.244,0.237
1711539277.779,4.431,-6.637,-8.917,0.084,-0.641,0.008
1711539277.885,4.483,-6.653,-8.517,0.038,0.924,0.26
1711539277.99,4.577,-6.701,-8.713,0.015,0.275,0.13
1711539278.096,4.426,-6.601,-8.816,0.031,-0.061,0.153
1711539278.202,4.414,-6.689,-8.615,0.023,0.534,0.122
1711539278.308,4.328,-6.713,-8.689,0.015,-0.084,0.16
1711539278.414,4.46,-6.737,-8.804,0.023,0.397,0.168
1711539278.52,4.45,-6.718,-8.78,0.038,0.244,0.191
1711539278.625,4.306,-6.72,-8.742,0.038,0.58,0.176
1711539278.731,4.299,-6.665,-8.809,0.069,0.244,0.176
1711539278.837,4.313,-6.629,-8.766,0.031,0.13,0.153
1711539278.943,4.325,-6.732,-8.718,0.015,0.183,0.168
1711539279.049,4.448,-6.673,-8.636,0.038,0.328,0.191
1711539279.155,4.361,-6.704,-8.79,0.069,0.244,0.076
1711539279.26,4.433,-6.653,-8.854,0.023,0.153,0.191
1711539279.366,4.5,-6.632,-8.639,0.0,0.305,0.191
1711539279.471,4.357,-6.682,-8.888,0.015,0.145,0.176
1711539279.577,4.45,-6.689,-8.795,0.038,0.321,0.183
1711539279.682,4.38,-6.704,-8.605,0.038,0.344,0.176
1711539279.787,4.507,-6.694,-8.826,0.031,0.214,0.191
1711539279.893,4.38,-6.682,-8.826,0.053,0.206,0.145
1711539279.998,4.357,-6.742,-8.938,0.076,0.389,0.16
1711539280.104,4.443,-6.68,-8.644,0.046,0.26,0.198
1711539280.21,4.539,-6.699,-8.773,0.115,0.366,0.122
1711539280.316,4.385,-6.661,-8.751,0.046,0.191,0.13
1711539280.422,4.359,-6.74,-8.907,0.038,0.321,0.16
1711539280.527,4.445,-6.684,-8.725,0.015,0.214,0.16
1711539280.633,4.4,-6.646,-8.744,0.023,0.206,0.16
1711539280.739,4.436,-6.706,-8.864,-0.015,0.382,0.176
1711539280.845,4.388,-6.704,-8.737,0.031,0.298,0.191
1711539280.951,4.407,-6.708,-8.854,0.015,0.305,0.153
1711539281.064,4.409,-6.701,-8.711,0.015,0.137,0.183
1711539281.17,4.383,-6.747,-8.744,0.023,0.359,0.183
